username,event_timestamp,event_name,platform,status,ip_address,description,direct_privileges,effective_privileges,inheritance_chain,analyst_context,confidence_level
joshua.white,2026-06-20 08:00:00,Threat Alert: Cross Platform Admin,AWS IAM,Warning,0.0.0.0,"Holds admin on AD, AWS simultaneously, with no recorded business justification. Remediation guidance: Review and reduce admin scope on AD, AWS [MITRE: T1098 - Account Manipulation].",arn:aws:iam::aws:policy/AdministratorAccess,arn:aws:iam::aws:policy/AdministratorAccess,Direct Assignment,"Active threat rule triggered: RULE_3. detail: Holds admin on AD, AWS simultaneously, with no recorded business justification",Medium
joshua.white,2026-06-20 08:00:00,Threat Alert: Stale Token,AWS IAM,Warning,0.0.0.0,AWS API key not rotated in 556 days. Remediation guidance: Rotate AWS access key immediately [MITRE: T1550 - Use Alternate Authentication Material].,arn:aws:iam::aws:policy/AdministratorAccess,arn:aws:iam::aws:policy/AdministratorAccess,Direct Assignment,Active threat rule triggered: RULE_5. detail: AWS API key not rotated in 556 days,Medium
joshua.white,2026-06-20 08:00:00,Threat Alert: Dormant Admin Role Change,Active Directory,Warning,0.0.0.0,"Admin inactive 128 days, with a role change on 2021-01-21. Could be a legitimate transition (e.g. new role pending access setup) or a stale account riding on an unrelated HR update.. Remediation guidance: Confirm with HR/manager whether this is an active transition; if not, revoke admin access [MITRE: AC-2 - Account Management (dormancy review)].","GG-Dev-Staff, GG-Git-Users, GG-VPN-Access, GG-Domain-Admins",GG-Domain-Admins,"GG-Dev-Staff, GG-Git-Users, GG-VPN-Access, GG-Domain-Admins -> GG-Dev-Staff -> GG-Domain-Admins","Active threat rule triggered: RULE_7. detail: Admin inactive 128 days, with a role change on 2021-01-21. Could be a legitimate transition (e.g. new role pending access setup) or a stale account riding on an unrelated HR update.",Medium
jennifer.kirby,2026-06-20 08:00:00,Threat Alert: Dormant Admin,Active Directory,Warning,0.0.0.0,No login in 135 days but holds admin privilege. Remediation guidance: Revoke admin privileges or force re-certification [MITRE: T1078 - Valid Accounts].,"GG-IT-Staff, GG-Infra-Ops, GG-ServiceDesk, GG-Domain-Admins",GG-Domain-Admins,"GG-IT-Staff, GG-Infra-Ops, GG-ServiceDesk, GG-Domain-Admins -> GG-Infra-Ops, GG-Domain-Admins -> GG-Domain-Admins",Active threat rule triggered: RULE_2. detail: No login in 135 days but holds admin privilege,Medium
jacob.evans,2026-06-20 08:00:00,Threat Alert: Privilege Escalation,Active Directory,Alert,0.0.0.0,1 privilege escalation events detected in audit log. Remediation guidance: Review and revert all recent privilege changes [MITRE: T1098 - Account Manipulation].,"GG-Dev-Staff, GG-Git-Users, GG-VPN-Access, GG-Domain-Admins",GG-Domain-Admins,"GG-Dev-Staff, GG-Git-Users, GG-VPN-Access, GG-Domain-Admins -> GG-Dev-Staff -> GG-Domain-Admins",Active threat rule triggered: RULE_6. detail: 1 privilege escalation events detected in audit log,High
angelica.garcia,2026-06-20 08:00:00,Threat Alert: Cross Platform Admin,AWS IAM,Warning,0.0.0.0,"Holds admin on AD, AWS simultaneously, with no recorded business justification. Remediation guidance: Review and reduce admin scope on AD, AWS [MITRE: T1098 - Account Manipulation].",arn:aws:iam::aws:policy/AdministratorAccess,arn:aws:iam::aws:policy/AdministratorAccess,Direct Assignment,"Active threat rule triggered: RULE_3. detail: Holds admin on AD, AWS simultaneously, with no recorded business justification",Medium
jeremy.scott,2026-06-20 08:00:00,Threat Alert: Dormant Admin Role Change,Active Directory,Warning,0.0.0.0,"Admin inactive 93 days, with a role change on 2025-02-26. Could be a legitimate transition (e.g. new role pending access setup) or a stale account riding on an unrelated HR update.. Remediation guidance: Confirm with HR/manager whether this is an active transition; if not, revoke admin access [MITRE: AC-2 - Account Management (dormancy review)].","GG-Sales-Staff, GG-CRM-Access, GG-Domain-Admins",GG-Domain-Admins,"GG-Sales-Staff, GG-CRM-Access, GG-Domain-Admins -> GG-Sales-Staff -> GG-Domain-Admins","Active threat rule triggered: RULE_7. detail: Admin inactive 93 days, with a role change on 2025-02-26. Could be a legitimate transition (e.g. new role pending access setup) or a stale account riding on an unrelated HR update.",Medium
beth.henderson,2026-06-20 08:00:00,Threat Alert: Offboarding Gap,Okta,Alert,0.0.0.0,Active on Okta after termination. Remediation guidance: Immediately disable accounts on: Okta [MITRE: T1078 - Valid Accounts].,"Jira, Slack",Jira,Direct Assignment,Active threat rule triggered: RULE_1. detail: Active on Okta after termination,High
kimberly.villanueva,2026-06-20 08:00:00,Threat Alert: Cross Platform Admin,AWS IAM,Warning,0.0.0.0,"Holds admin on AD, AWS simultaneously, with no recorded business justification. Remediation guidance: Review and reduce admin scope on AD, AWS [MITRE: T1098 - Account Manipulation].",arn:aws:iam::aws:policy/AdministratorAccess,arn:aws:iam::aws:policy/AdministratorAccess,Direct Assignment,"Active threat rule triggered: RULE_3. detail: Holds admin on AD, AWS simultaneously, with no recorded business justification",Medium
kenneth.larsen,2026-06-20 08:00:00,Threat Alert: Offboarding Gap,AWS IAM,Alert,0.0.0.0,"Active on AWS, Okta after termination. Remediation guidance: Immediately disable accounts on: AWS, Okta [MITRE: T1078 - Valid Accounts].",arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,Direct Assignment,"Active threat rule triggered: RULE_1. detail: Active on AWS, Okta after termination",High
matthew.greene,2026-06-20 08:00:00,Threat Alert: Offboarding Gap,AWS IAM,Alert,0.0.0.0,"Active on AWS, Okta after termination. Remediation guidance: Immediately disable accounts on: AWS, Okta [MITRE: T1078 - Valid Accounts].",arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,Direct Assignment,"Active threat rule triggered: RULE_1. detail: Active on AWS, Okta after termination",High
bradley.anthony,2026-06-20 08:00:00,Threat Alert: Dormant Admin,Active Directory,Warning,0.0.0.0,No login in 327 days but holds admin privilege. Remediation guidance: Revoke admin privileges or force re-certification [MITRE: T1078 - Valid Accounts].,"GG-Contractors, GG-Guest-Access, GG-Domain-Admins",GG-Domain-Admins,Direct Assignment,Active threat rule triggered: RULE_2. detail: No login in 327 days but holds admin privilege,Medium
bradley.anthony,2026-06-20 08:00:00,Threat Alert: Cross Platform Admin,AWS IAM,Warning,0.0.0.0,"Holds admin on AD, AWS simultaneously, with no recorded business justification. Remediation guidance: Review and reduce admin scope on AD, AWS [MITRE: T1098 - Account Manipulation].",arn:aws:iam::aws:policy/AdministratorAccess,arn:aws:iam::aws:policy/AdministratorAccess,Direct Assignment,"Active threat rule triggered: RULE_3. detail: Holds admin on AD, AWS simultaneously, with no recorded business justification",Medium
martin.hughes,2026-06-20 08:00:00,Threat Alert: Privilege Escalation,Active Directory,Alert,0.0.0.0,1 privilege escalation events detected in audit log. Remediation guidance: Review and revert all recent privilege changes [MITRE: T1098 - Account Manipulation].,"GG-Contractors, GG-Guest-Access",GG-Contractors,Direct Assignment,Active threat rule triggered: RULE_6. detail: 1 privilege escalation events detected in audit log,High
jeremiah.baker,2026-06-20 08:00:00,Threat Alert: Offboarding Gap,AWS IAM,Alert,0.0.0.0,Active on AWS after termination. Remediation guidance: Immediately disable accounts on: AWS [MITRE: T1078 - Valid Accounts].,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,Direct Assignment,Active threat rule triggered: RULE_1. detail: Active on AWS after termination,High
jeremiah.baker,2026-06-20 08:00:00,Threat Alert: Stale Token,AWS IAM,Warning,0.0.0.0,AWS API key not rotated in 789 days. Remediation guidance: Rotate AWS access key immediately [MITRE: T1550 - Use Alternate Authentication Material].,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,Direct Assignment,Active threat rule triggered: RULE_5. detail: AWS API key not rotated in 789 days,Medium
rhonda.gutierrez,2026-06-20 08:00:00,Threat Alert: Offboarding Gap,Okta,Alert,0.0.0.0,Active on Okta after termination. Remediation guidance: Immediately disable accounts on: Okta [MITRE: T1078 - Valid Accounts].,"Jira, Slack",Jira,Direct Assignment,Active threat rule triggered: RULE_1. detail: Active on Okta after termination,High
joseph.camacho,2026-06-20 08:00:00,Threat Alert: Dormant Admin,Active Directory,Warning,0.0.0.0,No login in 127 days but holds admin privilege. Remediation guidance: Revoke admin privileges or force re-certification [MITRE: T1078 - Valid Accounts].,"GG-Contractors, GG-Guest-Access, GG-Domain-Admins",GG-Domain-Admins,Direct Assignment,Active threat rule triggered: RULE_2. detail: No login in 127 days but holds admin privilege,Medium
joseph.camacho,2026-06-20 08:00:00,Threat Alert: Cross Platform Admin,AWS IAM,Warning,0.0.0.0,"Holds admin on AD, AWS simultaneously, with no recorded business justification. Remediation guidance: Review and reduce admin scope on AD, AWS [MITRE: T1098 - Account Manipulation].",arn:aws:iam::aws:policy/AdministratorAccess,arn:aws:iam::aws:policy/AdministratorAccess,Direct Assignment,"Active threat rule triggered: RULE_3. detail: Holds admin on AD, AWS simultaneously, with no recorded business justification",Medium
james.nash,2026-06-20 08:00:00,Threat Alert: Offboarding Gap,AWS IAM,Alert,0.0.0.0,"Active on AWS, Okta after termination. Remediation guidance: Immediately disable accounts on: AWS, Okta [MITRE: T1078 - Valid Accounts].",arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,Direct Assignment,"Active threat rule triggered: RULE_1. detail: Active on AWS, Okta after termination",High
lisa.martinez,2026-06-20 08:00:00,Threat Alert: Privilege Escalation,Active Directory,Alert,0.0.0.0,1 privilege escalation events detected in audit log. Remediation guidance: Review and revert all recent privilege changes [MITRE: T1098 - Account Manipulation].,"GG-Contractors, GG-Guest-Access",GG-Contractors,Direct Assignment,Active threat rule triggered: RULE_6. detail: 1 privilege escalation events detected in audit log,High
deanna.bartlett,2026-06-20 08:00:00,Threat Alert: Privilege Escalation,Active Directory,Alert,0.0.0.0,1 privilege escalation events detected in audit log. Remediation guidance: Review and revert all recent privilege changes [MITRE: T1098 - Account Manipulation].,"GG-Contractors, GG-Guest-Access",GG-Contractors,Direct Assignment,Active threat rule triggered: RULE_6. detail: 1 privilege escalation events detected in audit log,High
danielle.burke,2026-06-20 08:00:00,Threat Alert: Dormant Admin,Active Directory,Warning,0.0.0.0,No login in 214 days but holds admin privilege. Remediation guidance: Revoke admin privileges or force re-certification [MITRE: T1078 - Valid Accounts].,"GG-Sales-Staff, GG-CRM-Access, GG-Domain-Admins",GG-Domain-Admins,"GG-Sales-Staff, GG-CRM-Access, GG-Domain-Admins -> GG-Sales-Staff -> GG-Domain-Admins",Active threat rule triggered: RULE_2. detail: No login in 214 days but holds admin privilege,Medium
amanda.preston,2026-06-20 08:00:00,Threat Alert: Offboarding Gap,AWS IAM,Alert,0.0.0.0,Active on AWS after termination. Remediation guidance: Immediately disable accounts on: AWS [MITRE: T1078 - Valid Accounts].,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,Direct Assignment,Active threat rule triggered: RULE_1. detail: Active on AWS after termination,High
amanda.preston,2026-06-20 08:00:00,Threat Alert: Stale Token,AWS IAM,Warning,0.0.0.0,AWS API key not rotated in 620 days. Remediation guidance: Rotate AWS access key immediately [MITRE: T1550 - Use Alternate Authentication Material].,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,Direct Assignment,Active threat rule triggered: RULE_5. detail: AWS API key not rotated in 620 days,Medium
alicia.roth,2026-06-20 08:00:00,Threat Alert: Offboarding Gap,AWS IAM,Alert,0.0.0.0,Active on AWS after termination. Remediation guidance: Immediately disable accounts on: AWS [MITRE: T1078 - Valid Accounts].,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,Direct Assignment,Active threat rule triggered: RULE_1. detail: Active on AWS after termination,High
jeremy.mcintyre,2026-06-20 08:00:00,Threat Alert: Offboarding Gap,Okta,Alert,0.0.0.0,Active on Okta after termination. Remediation guidance: Immediately disable accounts on: Okta [MITRE: T1078 - Valid Accounts].,"Jira, Slack",Jira,Direct Assignment,Active threat rule triggered: RULE_1. detail: Active on Okta after termination,High
samantha.robertson,2026-06-20 08:00:00,Threat Alert: Offboarding Gap,AWS IAM,Alert,0.0.0.0,Active on AWS after termination. Remediation guidance: Immediately disable accounts on: AWS [MITRE: T1078 - Valid Accounts].,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,Direct Assignment,Active threat rule triggered: RULE_1. detail: Active on AWS after termination,High
samuel.suarez,2026-06-20 08:00:00,Threat Alert: Stale Token,AWS IAM,Warning,0.0.0.0,AWS API key not rotated in 829 days. Remediation guidance: Rotate AWS access key immediately [MITRE: T1550 - Use Alternate Authentication Material].,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,Direct Assignment,Active threat rule triggered: RULE_5. detail: AWS API key not rotated in 829 days,Medium
danielle.bryant,2026-06-20 08:00:00,Threat Alert: Offboarding Gap,AWS IAM,Alert,0.0.0.0,Active on AWS after termination. Remediation guidance: Immediately disable accounts on: AWS [MITRE: T1078 - Valid Accounts].,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,Direct Assignment,Active threat rule triggered: RULE_1. detail: Active on AWS after termination,High
madison.martinez,2026-06-20 08:00:00,Threat Alert: Privilege Escalation,Active Directory,Alert,0.0.0.0,1 privilege escalation events detected in audit log. Remediation guidance: Review and revert all recent privilege changes [MITRE: T1098 - Account Manipulation].,"GG-Contractors, GG-Guest-Access",GG-Contractors,Direct Assignment,Active threat rule triggered: RULE_6. detail: 1 privilege escalation events detected in audit log,High
stephanie.evans,2026-06-20 08:00:00,Threat Alert: Offboarding Gap,AWS IAM,Alert,0.0.0.0,"Active on AWS, Okta after termination. Remediation guidance: Immediately disable accounts on: AWS, Okta [MITRE: T1078 - Valid Accounts].",arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,Direct Assignment,"Active threat rule triggered: RULE_1. detail: Active on AWS, Okta after termination",High
rebekah.greene,2026-06-20 08:00:00,Threat Alert: Offboarding Gap,AWS IAM,Alert,0.0.0.0,Active on AWS after termination. Remediation guidance: Immediately disable accounts on: AWS [MITRE: T1078 - Valid Accounts].,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,Direct Assignment,Active threat rule triggered: RULE_1. detail: Active on AWS after termination,High
micheal.parks,2026-06-20 08:00:00,Threat Alert: Offboarding Gap,AWS IAM,Alert,0.0.0.0,"Active on AWS, Okta after termination. Remediation guidance: Immediately disable accounts on: AWS, Okta [MITRE: T1078 - Valid Accounts].",arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,Direct Assignment,"Active threat rule triggered: RULE_1. detail: Active on AWS, Okta after termination",High
robert.hines,2026-06-20 08:00:00,Threat Alert: Offboarding Gap,Okta,Alert,0.0.0.0,Active on Okta after termination. Remediation guidance: Immediately disable accounts on: Okta [MITRE: T1078 - Valid Accounts].,"Jira, Slack",Jira,Direct Assignment,Active threat rule triggered: RULE_1. detail: Active on Okta after termination,High
henry.garner,2026-06-20 08:00:00,Threat Alert: Offboarding Gap,Okta,Alert,0.0.0.0,Active on Okta after termination. Remediation guidance: Immediately disable accounts on: Okta [MITRE: T1078 - Valid Accounts].,"Jira, Slack",Jira,Direct Assignment,Active threat rule triggered: RULE_1. detail: Active on Okta after termination,High
